Date,FII_Gross_Purchase,FII_Gross_Sales,FII_Net_Purchase/Sales,DII_Gross_Purchase,DII_Gross_Sales,DII_Net_Purchase/Sales
16-01-2019,3864.31,3954.41,-90.1,3034.98,2730.71,304.27
17-01-2019,4295.51,3453.38,842.13,2510.11,3237.57,-727.46
18-01-2019,3458.07,3582.98,-124.91,3281.77,3282.74,-0.97
21-01-2019,3646.69,3946.48,-299.79,3316.66,2795.86,520.8
22-01-2019,5308.21,5386.74,-78.53,3342.42,3426.57,-84.15
23-01-2019,3787.89,4563.71,-775.82,3222.18,2638.41,583.77
24-01-2019,4121.29,4215.74,-94.45,2812.58,2422.62,389.96
25-01-2019,5042.36,4353.08,689.28,3118.67,3266.02,-147.35
28-01-2019,6678.52,6455.08,223.44,3717.26,3624.94,92.32
29-01-2019,5958.38,6312.74,-354.36,3740.77,3659.5,81.27
30-01-2019,6581.86,6451.61,130.25,4715.38,4213.12,502.26
31-01-2019,10962.01,7955.6,3006.41,5751.35,7385.67,-1634.32
01-02-2019,2573.57,3194.63,-621.06,3075.06,3301.24,-226.18
04-02-2019,5509.67,4966.31,543.36,3319.76,3757.46,-437.7
05-02-2019,5759.4,5161.86,597.54,2784.07,3575.76,-791.69
07-02-2019,4093.74,4605.74,-512,1871.9,1730.81,141.09
08-02-2019,4792.82,7680.88,-2888.06,5646.16,2833.5,2812.66
12-02-2019,6559.42,8290.75,-1731.33,4038.27,3284.28,753.99
13-02-2019,4536.03,5212.66,-676.63,3092.68,2379.58,713.1
14-02-2019,5405.02,5655.25,-250.23,3416.14,2190.9,1225.24
15-02-2019,4947.3,5913.73,-966.43,4220.15,3366.9,853.25
18-02-2019,6304,7543.79,-1239.79,4278.77,1942.03,2336.74
19-02-2019,3435.8,4249.56,-813.76,2901.97,1738.12,1163.85
20-02-2019,4701.54,3988.07,713.47,2561.58,2448.31,113.27
21-02-2019,4872.17,4816.69,55.48,2465.24,2263.14,202.1
22-02-2019,10437.99,4126.98,6311.01,3717.9,2879.02,838.88
25-02-2019,7076.26,4941.91,2134.35,3363.37,5109.77,-1746.4
26-02-2019,6529.61,4855.44,1674.17,3525.23,4245.5,-720.27
27-02-2019,5053.89,4630.85,423.04,3795.57,3728.76,66.81
28-02-2019,12892.93,9682.33,3210.6,5374.99,10615.61,-5240.62
01-03-2019,3941.51,4914.32,-972.81,2835.58,2801.06,34.52
04-03-2019,5387.33,6427.81,-1040.48,3538.02,3618.85,-80.83
05-03-2019,4034.84,4435.52,-400.68,3476.54,3419.47,57.07
06-03-2019,7752.61,4683.73,3068.88,2587.64,3050.33,-462.69
07-03-2019,3330.86,3721.04,-390.18,2777.45,2489.88,287.57
09-03-2019,3515.3,5531.5,-2016.2,3472.6,2221.25,1251.35
10-03-2019,4762.86,5573.58,-810.72,3600.32,2737.78,862.54
12-03-2019,4838.7,5969.82,-1131.12,3788.71,2824.74,963.97
13-03-2019,8602.7,5880.42,2722.28,3332.87,4841.01,-1508.14
14-03-2019,5645.98,4162.99,1482.99,2805.84,3623.61,-817.77
15-03-2019,16119.53,11796.04,4323.49,4013.27,6143.63,-2130.36
18-03-2019,5570.03,3747.04,1822.99,2988.52,4257.43,-1268.91
19-03-2019,6162.01,4029.65,2132.36,2957.25,4210.92,-1253.67
20-03-2019,7252.39,5480.78,1771.61,3319.03,4642.2,-1323.17
22-03-2019,8149.94,6775.37,1374.57,4456.26,5131.63,-675.37
25-03-2019,6510.26,6359.86,150.4,3207.21,3219.73,-12.52
26-03-2019,4916.71,3917.69,999.02,3766.08,3962.78,-196.7
27-03-2019,6961.1,5479.99,1481.11,3987.85,3852.93,134.92
28-03-2019,10169.95,6575.44,3594.51,7066.2,9146.42,-2080.22
29-03-2019,9044.62,9130.83,-86.21,7108.38,5383.99,1724.39
01-04-2019,3130.6,3288.32,-157.72,2843.61,2603.01,240.6
02-04-2019,3729.46,3841.59,-112.13,2644.42,2709.64,-65.22
04-04-2019,5570.03,5796.22,-226.19,5014.05,3807.89,1206.16
06-04-2019,4921.33,5337.41,-416.08,2338.9,2694.32,-355.42
07-04-2019,3037.7,3066.65,-28.95,2811.26,2752.67,58.59
09-04-2019,3759.82,5498.31,-1738.49,3623.64,2319.06,1304.58
10-04-2019,4862.69,5545.62,-682.93,3757.64,3151.36,606.28
11-04-2019,4625.98,4764.51,-138.53,3297.77,3798.01,-500.24
12-04-2019,4828.69,5609.75,-781.06,4326.93,3422.8,904.13
15-04-2019,3913.47,3200.25,713.22,3938.03,3356.67,581.36
16-04-2019,5284.33,4245.75,1038.58,4563.75,4526.53,37.22
18-04-2019,7699.74,6661.28,1038.46,2996.35,3333.94,-337.59
22-04-2019,2606.37,2533.29,73.08,2796.39,2864.55,-68.16
23-04-2019,3508.9,3746.37,-237.47,2933.64,2735.29,198.35
24-04-2019,5235.16,4260.28,974.88,3181.77,3838.83,-657.06
25-04-2019,10239.36,6453.63,3785.73,4542.14,8612.12,-4069.98
26-04-2019,4344.39,4415.12,-70.73,4080.51,3159.63,920.88
30-04-2019,8263.78,8149.19,114.59,4241.3,3511.28,730.02
02-05-2019,3061.63,2640.98,420.65,2947.18,2752.87,194.31
03-05-2019,5496.12,4744.2,751.92,4916.21,4335.35,580.86
04-05-2019,4279.32,3481.42,797.9,3131.21,3456.79,-325.58
07-05-2019,3628.39,3717.77,-89.38,4178.9,3903.27,275.63
08-05-2019,4778.51,6795.24,-2016.73,4950.94,3079.67,1871.27
09-05-2019,3637.65,4198.82,-561.17,3029.92,2330.61,699.31
11-05-2019,5551.26,5078.09,473.17,3163.93,4757.64,-1593.71
12-05-2019,4893.44,4240.08,653.36,2846.29,3256.78,-410.49
13-05-2019,2972.22,4028.23,-1056.01,3847.54,2789.63,1057.91
14-05-2019,4696.49,6708.34,-2011.85,5086.56,2843.65,2242.91
15-05-2019,4275.63,5418.07,-1142.44,3675.01,3003.24,671.77
16-05-2019,3526.95,4480.18,-953.23,3504.19,2556.19,948
17-05-2019,4296.73,5354.55,-1057.82,4699.59,2889.83,1809.76
20-05-2019,7610.68,5876.23,1734.45,5129.52,5672.23,-542.71
21-05-2019,6587.6,5402.16,1185.44,3332.26,4422.58,-1090.32
22-05-2019,4685.54,5650.56,-965.02,3579.28,3737.03,-157.75
23-05-2019,8339.24,6987.04,1352.2,6775.56,7369.1,-593.54
24-05-2019,8059.76,6033.43,2026.33,3839.67,4035.02,-195.35
27-05-2019,4732.4,3517.04,1215.36,3740.3,4068.16,-327.86
28-05-2019,18471.16,18972.27,-501.11,4088.07,3818.85,269.22
29-05-2019,4520.66,4824.93,-304.27,2907.56,3097.14,-189.58
30-05-2019,7162.17,5497.43,1664.74,4145.83,5268.43,-1122.6
31-05-2019,9474.09,8797.94,676.15,3815.19,3421.1,394.09
02-06-2019,4040.48,3345.51,694.97,3509.34,2984.08,525.26
03-06-2019,6369,5238.22,1130.78,3503.63,4382.08,-878.45
05-06-2019,3859.48,4808.46,-948.98,3361.38,3271.49,89.89
06-06-2019,6977.43,8426.42,-1448.99,4050.97,4701.81,-650.84
08-06-2019,5109.85,7217.78,-2107.93,5481.75,3192.7,2289.05
09-06-2019,3317.21,4274.26,-957.05,3300.64,2093.44,1207.2
11-06-2019,5903.74,4892.25,1011.49,3561.07,4678.32,-1117.25
12-06-2019,3673.34,4541,-867.66,2965.39,2754.67,210.72
13-06-2019,5023.52,4851.17,172.35,2241.17,2686.04,-444.87
14-06-2019,5163.62,5402.26,-238.64,2169.48,1793.01,376.47
17-06-2019,4718.81,5050.08,-331.27,4073.89,2816.03,1257.86
18-06-2019,4653.19,4621.46,31.73,2855.89,2674.86,181.03
19-06-2019,4603.56,4700.61,-97.05,2770.2,2875.11,-104.91
20-06-2019,4463.92,4902.33,-438.41,3455.56,2214.33,1241.23
21-06-2019,11105.04,11835.62,-730.58,3327.06,2881.31,445.75
24-06-2019,3385.39,3178.06,207.33,3141.51,2157.08,984.43
25-06-2019,4896.25,3738.38,1157.87,3154.5,2777.28,377.22
26-06-2019,4267.33,4161.07,106.26,3267.69,3319.16,-51.47
27-06-2019,6970.7,6971.41,-0.71,6974.82,6778.25,196.57
28-06-2019,5175.39,5689.3,-513.91,3052.36,2869.96,182.4
01-07-2019,4252.17,3515.99,736.18,2492.8,2634.77,-141.97
02-07-2019,3330.61,2912.6,418.01,3019.57,2725.46,294.11
03-07-2019,5349.39,4211.54,1137.85,3111.73,4037.19,-925.46
05-07-2019,4854.6,5499.68,-645.08,3113.36,2294.52,818.84
06-07-2019,3031.66,3510.5,-478.84,2489.85,2310.06,179.79
08-07-2019,5240.25,5623.91,-383.66,3990.96,3459.4,531.56
10-07-2019,3023.15,3517.36,-494.21,4191.17,3286.35,904.82
11-07-2019,6377.16,5450.56,926.6,3818.14,4453.73,-635.59
15-07-2019,3606.61,3823.05,-216.44,3171.74,2580.02,591.72
16-07-2019,3709.45,4154.44,-444.99,3520.83,2883.12,637.71
17-07-2019,3813.78,3830.75,-16.97,3102.24,2893.36,208.88
18-07-2019,4104.11,5508.97,-1404.86,3546.87,3217.82,329.05
19-07-2019,4791.13,5741.28,-950.15,3906.06,3172.14,733.92
22-07-2019,3415.71,5332.62,-1916.91,4665.5,2835.6,1829.9
23-07-2019,4226.12,6834.09,-2607.97,5611.42,2986.32,2625.1
24-07-2019,4130.62,5524.33,-1393.71,5419,3278.74,2140.26
25-07-2019,6135.47,6262.12,-126.65,5579.11,5180.58,398.53
26-07-2019,3275.78,4779.04,-1503.26,3845.28,1927.76,1917.52
29-07-2019,3439.74,4144.16,-704.42,4643.99,3292.35,1351.64
30-07-2019,4523.09,5167.68,-644.59,5423.73,4344.01,1079.72
31-07-2019,5935.22,7432.29,-1497.07,6486.11,4006.73,2479.38
01-08-2019,3437.43,3991.21,-553.78,3343.63,2645.46,698.17
02-08-2019,4434.51,3590.78,843.73,2865.18,3825.22,-960.04
03-08-2019,5038.53,3943.47,1095.06,2944.86,3415.56,-470.7
04-08-2019,5062.17,4732.57,329.6,2452.9,3076.71,-623.81
05-08-2019,5012,5713.07,-701.07,3411.5,3178.55,232.95
07-08-2019,3625.47,4027.46,-401.99,4054.9,3733.77,321.13
08-08-2019,5428.61,5866,-437.39,4192.61,3901.32,291.29
11-08-2019,6432.37,5500.17,932.2,3840.39,4424.87,-584.48
13-08-2019,5741.91,6380.19,-638.28,4796.22,4594.69,201.53
14-08-2019,6859.68,5245.05,1614.63,4385.7,2765.88,1619.82
16-08-2019,5789.77,7129.04,-1339.27,3201.58,2143.3,1058.28
19-08-2019,3227.61,3533.35,-305.74,2336.2,1949.97,386.23
20-08-2019,5626.28,5253.05,373.23,2814.78,2518.37,296.41
21-08-2019,3833.65,4604.46,-770.81,3475.42,3121.45,353.97
22-08-2019,5345.72,6248.71,-902.99,4967.25,3248.18,1719.07
23-08-2019,4365.18,6102.38,-1737.2,4150.62,2602.13,1548.49
26-08-2019,4084.78,4837.68,-752.9,4729.02,3456.73,1272.29
27-08-2019,13433.32,14357.26,-923.94,5888.07,4725.42,1162.65
28-08-2019,3761.05,4696.32,-935.27,3166.1,2806.78,359.32
29-08-2019,3870.93,4857.51,-986.58,5291.34,4802.11,489.23
30-08-2019,7343.93,6180.98,1162.95,4580.74,3078.47,1502.27
01-09-2019,4410.43,4134.29,276.14,3658.89,3219.22,439.67
04-09-2019,4784.29,3571.94,1212.35,2700.06,3388.71,-688.65
05-09-2019,5088.03,5743.39,-655.36,3159.88,2481.97,677.91
07-09-2019,4334.19,5008.45,-674.26,4545.33,3834.42,710.91
08-09-2019,4734.7,4530.97,203.73,4568.72,3961.8,606.92
09-09-2019,2828.35,3016.43,-188.08,3104.19,2417.72,686.47
10-09-2019,5513.36,5998.6,-485.24,3771.36,2815.1,956.26
12-09-2019,4185.86,3726.64,459.22,2296.07,2221.14,74.93
13-09-2019,3141.44,3546.89,-405.45,2977.32,2767.76,209.56
16-09-2019,4067.62,4818.88,-751.26,2501.95,2193.39,308.56
17-09-2019,4271.41,5079.7,-808.29,3141.11,3055.35,85.76
18-09-2019,2814.12,3773.21,-959.09,2879.19,2098.74,780.45
19-09-2019,2510.71,3403.23,-892.52,3092.89,2447.17,645.72
20-09-2019,17032.28,16996.5,35.78,11174.91,8173.59,3001.32
23-09-2019,11057.79,8373.74,2684.05,10074.6,9782.65,291.95
24-09-2019,5340.81,6169.3,-828.49,5150.44,4677.63,472.81
25-09-2019,6997.31,7339.71,-342.4,3888.78,4651.26,-762.48
26-09-2019,9934.75,9197.58,737.17,7486.66,7147.38,339.28
27-09-2019,3941.44,4155.04,-213.6,3428.17,2969.49,458.68
30-09-2019,5662.31,6131.71,-469.4,5315,4810.31,504.69
01-10-2019,4018.48,4363.06,-344.58,3390.9,3379.92,10.98
04-10-2019,6433.94,5004.02,1429.92,3174.13,2712.84,461.29
05-10-2019,3449.3,4694.44,-1245.14,3812.31,2754.89,1057.42
06-10-2019,3738.65,3522.45,216.2,2245.43,2074.81,170.62
07-10-2019,3853.73,4458.67,-604.94,3499.57,2832.17,667.4
10-10-2019,4763.46,5026.57,-263.11,4043.14,3540.47,502.67
12-10-2019,4072.56,4439.35,-366.79,2696.96,2358.56,338.4
14-10-2019,4916.46,4020.83,895.63,3562.06,3987.21,-425.15
15-10-2019,6473.7,6037.68,436.02,4104.19,3174.8,929.39
16-10-2019,5765.06,5078.73,686.33,5078.73,3473.28,1605.45
17-10-2019,5659.99,4501.36,1158.63,3702.38,4214.14,-511.76
18-10-2019,5423.72,5387.16,36.56,5071.17,4484.29,586.88
22-10-2019,7878.6,8436.1,-557.5,5136.52,6121.99,-985.47
23-10-2019,5182.47,5395.7,-213.23,3961.03,4098.41,-137.38
24-10-2019,5885.49,5958.36,-72.87,3837.33,4576.08,-738.75
25-10-2019,5370.33,5805.75,-435.42,4351.14,3910.98,440.16
27-10-2019,31.73,25.12,6.61,60.91,6.52,54.39
29-10-2019,8011.44,7134.8,876.64,4972.25,4827.5,144.75
30-10-2019,12523.06,5330.64,7192.42,4164.15,4350.02,-185.87
31-10-2019,9004.58,7133.71,1870.87,4886.64,5537.37,-650.73
01-11-2019,3195.08,3882.28,-687.2,3810.21,3687.04,123.17
02-11-2019,3981.86,4106.91,-125.05,3027.08,3259.63,-232.55
03-11-2019,8163.17,4352.57,3810.6,3317.7,5273.25,-1955.55
04-11-2019,4679.16,4202.65,476.51,2879.46,2896.04,-16.58
06-11-2019,4317.71,4221.92,95.79,2224.14,2375.15,-151.01
07-11-2019,3177.83,3494.69,-316.86,3593.95,2874.21,719.74
09-11-2019,5406.02,5139.13,266.89,4444.73,3312.31,1132.42
10-11-2019,5721.61,4971.87,749.74,3607.44,4310.46,-703.02
11-11-2019,4072.17,3407.97,664.2,2890.91,3135.97,-245.06
12-11-2019,5022.53,4417.12,605.41,3421.44,3181.57,239.87
13-11-2019,7160.19,6575.27,584.92,3368.95,4258.98,-890.03
14-11-2019,5100.87,5662.92,-562.05,3863.52,3780.78,82.74
15-11-2019,5113.19,6121.56,-1008.37,4339.31,3801.57,537.74
18-11-2019,4375.8,4646.46,-270.66,3338.82,3029.37,309.45
19-11-2019,7785.13,8700.5,-915.37,4310.87,4048.52,262.35
20-11-2019,5840.2,5273.68,566.52,4850.66,4667.25,183.41
21-11-2019,10556.67,5533.13,5023.54,3347.32,3595.06,-247.74
22-11-2019,5138.86,4833.14,305.72,2838.11,3015.48,-177.37
25-11-2019,5257.86,4296.96,960.9,3378.86,3592.52,-213.66
26-11-2019,39885.28,35207.53,4677.75,5501.94,9743.95,-4242.01
27-11-2019,4526.38,4483.45,42.93,3999.3,3559.79,439.51
28-11-2019,5250.85,4241.96,1008.89,4132,4287.47,-155.47
29-11-2019,4769.15,6661.44,-1892.29,4407.04,3453.42,953.62
02-12-2019,4020.15,4486.93,-466.78,2441.11,2563.75,-122.64
03-12-2019,8613.9,6136.18,2477.72,4184.73,5175.21,-990.48
04-12-2019,3985.73,3088.28,897.45,3157.49,3173.48,-15.99
06-12-2019,3545.92,4596.35,-1050.43,2216.85,1945.7,271.15
07-12-2019,4810.46,5660.57,-850.11,4066.91,3126.79,940.12
09-12-2019,4524.38,3740.83,783.55,2786.99,2913.81,-126.82
12-12-2019,4480.31,5164.14,-683.83,3474.22,2663.99,810.23
13-12-2019,4632.38,4516.68,115.7,3954.84,3569.92,384.92
16-12-2019,5349.12,4620.99,728.13,1988.37,2784.75,-796.38
17-12-2019,7896.28,6647.81,1248.47,3038.74,3946.9,-908.16
18-12-2019,7710.44,5873.63,1836.81,3154.92,4422.49,-1267.57
19-12-2019,5315.81,4576.38,739.43,2535.44,3029.39,-493.95
20-12-2019,9729.14,9390.28,338.86,4412.85,4698.26,-285.41
23-12-2019,4673.51,3210.23,1463.28,2421.51,4368.87,-1947.36
24-12-2019,1935.51,2049.89,-114.38,1920.41,2265.63,-345.22
26-12-2019,1823.17,2327.3,-504.13,3442.9,3322.44,120.46
27-12-2019,2762.85,2681.48,81.37,2587.53,2461.76,125.77
30-12-2019,2592.08,2722.6,-130.52,2734.01,2532.69,201.32
31-12-2019,2202.96,3468.06,-1265.1,3697.29,3112.22,585.07
01-01-2020,340.21,399.08,-58.87,1688.37,1479.9,208.47
02-01-2020,1049.2,2248.73,-1199.53,4513.02,4476.38,36.64
04-01-2020,5581.89,6698.68,-1116.79,2772.09,3222.45,-450.36
06-01-2020,7015.34,5439.88,1575.46,4890.67,5349.92,-459.25
07-01-2020,3629.77,5326.22,-1696.45,3669.48,2292.35,1377.13
09-01-2020,7444.55,6958.46,486.09,3436.41,4211.64,-775.23
10-01-2020,4708.03,3075.78,1632.25,3277.14,3017.68,259.46
12-01-2020,11337.25,8095.25,3242,3644.5,4687.71,-1043.21
13-01-2020,4881.89,4761.1,120.79,595.5,1724.39,-1128.89
14-01-2020,4880.95,5086.51,-205.56,3934.36,4576.83,-642.47
15-01-2020,6026.82,5747.29,279.53,3897.86,4546.2,-648.34
16-01-2020,4758.32,5153.56,-395.24,3686.43,3871.08,-184.65
17-01-2020,6609.58,6345.32,264.26,3615.43,4115.6,-500.17
20-01-2020,5050.19,5044.32,5.87,3332.28,4752.13,-1419.85
21-01-2020,6095.57,6145.65,-50.08,3255.07,3562.88,-307.81
22-01-2020,5254.68,5431.11,-176.43,4286.22,4612.44,-326.22
23-01-2020,7969.55,6617.42,1352.13,6729.56,7714.12,-984.56
24-01-2020,4884.53,4225.42,659.11,3748.79,3330.83,417.96
27-01-2020,3025.73,3464.58,-438.85,3451.63,3441.12,10.51
28-01-2020,4871.86,6229.42,-1357.56,4857.64,4145.94,711.7
29-01-2020,5012.44,6026.71,-1014.27,4662.96,3142.06,1520.9
30-01-2020,4674.24,5636.52,-962.28,3748.39,3456.04,292.35
31-01-2020,5142.69,9321.81,-4179.12,7024.62,3208.18,3816.44
01-02-2020,2670.78,1982.02,688.76,3490.16,3426.21,63.95
03-02-2020,6376.11,7730.83,-1354.72,5097.47,3958.73,1138.74
06-02-2020,12157.07,4658.78,7498.29,5065.9,4624.85,441.05
07-02-2020,4054.33,4611.05,-556.72,5134.57,4225.93,908.64
09-02-2020,6640.39,5649.82,990.57,3157.15,3814.63,-657.48
11-02-2020,6824.79,6084.18,740.61,3816.19,4350.16,-533.97
12-02-2020,9295.46,8938.11,357.35,3377.19,5013.16,-1635.97
13-02-2020,5501.59,4440.2,1061.39,2951.69,3912.17,-960.48
14-02-2020,4271.61,4976.53,-704.92,4037.42,3817.88,219.54
17-02-2020,3406.75,3780.81,-374.06,3294.42,3448.67,-154.25
18-02-2020,5132.62,5207.01,-74.39,4360.84,4670.27,-309.43
19-02-2020,4806.74,4997.4,-190.66,3123.58,2533.46,590.12
20-02-2020,7632.11,6136.86,1495.25,3768.28,4467.9,-699.62
24-02-2020,5969.32,7130.22,-1160.9,4171.7,3655.49,516.21
25-02-2020,5356.93,7672,-2315.07,4386.78,2821.5,1565.28
26-02-2020,5821.6,9158.2,-3336.6,6635.51,3849.84,2785.67
27-02-2020,5548.34,8675.7,-3127.36,6695.91,3198.41,3497.5
28-02-2020,14161.82,15590.56,-1428.74,11757.09,4135.93,7621.16
01-03-2020,4514.35,3251.3,1263.05,2750.87,3780.07,-1029.2
02-03-2020,5834.38,7034.65,-1200.27,5825.21,4538.58,1286.63
03-03-2020,5679.09,8094.89,-2415.8,6177.35,3042.11,3135.24
04-03-2020,7596.78,9557.75,-1960.97,3568.24,3341.69,226.55
06-03-2020,9979.47,8128.35,1851.12,4633.07,5414.86,-781.79
07-03-2020,3325.35,2468.06,857.29,3094.36,3426.32,-331.96
08-03-2020,13299.91,5481.42,7818.49,4719.84,4855.39,-135.55
09-03-2020,5127.27,5119.55,7.72,3301.57,3181.49,120.08
11-03-2020,8481.57,6207.17,2274.4,4316.48,5417.4,-1100.92
12-03-2020,14473.15,10835.73,3637.42,4693.02,6132.76,-1439.74
13-03-2020,8336.42,14364,-6027.58,13264.47,7396.57,5867.9
16-03-2020,6908.97,10718.9,-3809.93,8198.16,5583.62,2614.54
17-03-2020,6655.46,10700.15,-4044.69,7632.05,4209.93,3422.12
18-03-2020,6853.17,11938.52,-5085.35,11245.21,7608.77,3636.44
19-03-2020,6766.44,11389.37,-4622.93,8692.51,4325.08,4367.43
20-03-2020,9550.97,12896.92,-3345.95,8229.44,5798.2,2431.24
23-03-2020,5701.63,8690.92,-2989.29,6897.22,5814.98,1082.24
24-03-2020,7407.77,9561.12,-2153.35,5860.39,4306.73,1553.66
25-03-2020,9310.2,11203.56,-1893.36,5303.16,4565.18,737.98
26-03-2020,9423.25,9908.03,-484.78,4961.44,5731.37,-769.93
27-03-2020,8999.97,8644.19,355.78,5594.3,3890.58,1703.72
30-03-2020,4726.47,9090.08,-4363.61,6314.21,2763.88,3550.33
31-03-2020,6295.4,9340.34,-3044.94,6955.41,3379.18,3576.23
02-04-2020,7504.47,7138.26,366.21,4216.53,3614.67,601.86
03-04-2020,8228.73,9107.11,-878.38,5859.55,5095.42,764.13
05-04-2020,5482.19,6856.17,-1373.98,3756.63,5418.24,-1661.61
06-04-2020,8506.04,5601,2905.04,3622.8,4470.11,-847.31
08-04-2020,5426.42,4722.68,703.74,3650.09,4315.78,-665.69
09-04-2020,4931.66,6820.44,-1888.78,3784.71,4241.59,-456.88
11-04-2020,6302.82,6156.6,146.22,4428.91,4437.04,-8.13
12-04-2020,9863.79,6894.2,2969.59,4062.46,6034.06,-1971.6
13-04-2020,3908.16,5151.9,-1243.74,2986.36,4083.25,-1096.89
15-04-2020,14199.31,12840,1359.31,4671.97,5769.83,-1097.86
16-04-2020,6779.21,9699.57,-2920.36,4655.41,3333.97,1321.44
17-04-2020,7494.64,8886.62,-1391.98,4145.97,3611.73,534.24
20-04-2020,5817.14,6083.03,-265.89,3448.46,4237.33,-788.87
21-04-2020,3997.53,6092.76,-2095.23,4285.48,4353.94,-68.46
22-04-2020,5441.64,6767.73,-1326.09,4352.95,3489.13,863.82
23-04-2020,6171.82,6286.4,-114.58,3828.87,3490.6,338.27
24-04-2020,5668.62,5875.91,-207.29,3903.74,4897.72,-993.98
27-04-2020,3888.01,4804.43,-916.42,4502.75,3360.78,1141.97
28-04-2020,4877.7,4999.85,-122.15,4249.74,3860.74,389
29-04-2020,5733.65,5011.57,722.08,5011.57,4225.17,786.4
30-04-2020,8792.04,6823.24,1968.8,5919.28,5340.25,579.03
02-05-2020,7151.42,6902.48,248.94,5142.23,4879.48,262.75
03-05-2020,5980.14,8456.89,-2476.75,5056.28,2545.39,2510.89
05-05-2020,4813.92,5137.78,-323.86,936.35,994.56,-58.21
06-05-2020,4585.79,4488.18,97.61,3539.03,3491.74,47.29
08-05-2020,5976.57,6036.75,-60.18,3055.35,3481.33,-425.98
10-05-2020,5685.56,5448.85,236.71,2779.65,3251.21,-471.56
11-05-2020,9962.68,4594.37,5368.31,3588.71,5796.89,-2208.18
13-05-2020,6192.1,6475.53,-283.43,4847.22,4614.57,232.65
14-05-2020,4655.18,6807.7,-2152.52,4146.16,3343.8,802.36
15-05-2020,3905.69,6293.73,-2388.04,3501.57,2276.04,1225.53
18-05-2020,4648.07,7160.89,-2512.82,4381.64,4534.06,-152.42
19-05-2020,13613.73,14942.04,-1328.31,4362.13,2702.39,1659.74
20-05-2020,4522.3,5988.82,-1466.52,4855.06,2481.87,2373.19
21-05-2020,6102.7,6361.43,-258.73,3602.92,3201.14,401.78
22-05-2020,4404.88,5758.78,-1353.9,4164.03,4508.19,-344.16
26-05-2020,11849.98,7133.85,4716.13,6700.02,3858.93,2841.09
27-05-2020,6191.51,6526.25,-334.74,5684.69,3275.84,2408.85
28-05-2020,8584.41,6230.27,2354.14,5044.02,4899.19,144.83
29-05-2020,25389.42,23928.71,1460.71,8144.45,7177.02,967.43
01-06-2020,3732,3835.84,-103.84,3778.78,3802.48,-23.7
02-06-2020,6251.69,6812.05,-560.36,4545.19,4241.18,304.01
03-06-2020,6745.54,10340.38,-3594.84,6861.39,4317.61,2543.78
05-06-2020,4544.82,5038.5,-493.68,3811.57,3489.1,322.47
07-06-2020,4111.43,3763.08,348.35,4205.92,3942.45,263.47
08-06-2020,5578.69,4941.26,637.43,3042.83,3510.83,-468
10-06-2020,6072.97,4971.21,1101.76,3076.87,4011.71,-934.84
11-06-2020,9450.25,4580.38,4869.87,2950.98,5889.64,-2938.66
15-06-2020,3247.57,6207.9,-2960.33,3826.07,2749.69,1076.38
16-06-2020,4608.09,6086.61,-1478.52,4742.48,3580.97,1161.51
17-06-2020,4910.75,5397.37,-486.62,3759.97,3591.92,168.05
18-06-2020,4918,4551.43,366.57,3671.35,2540.08,1131.27
19-06-2020,14764.29,13527.29,1237,6511.56,7392.22,-880.66
22-06-2020,5467.93,5043.72,424.21,4781.76,6069.45,-1287.69
23-06-2020,23234.73,23065.77,168.96,4753.26,4298.78,454.48
24-06-2020,8721.09,6954.19,1766.9,4527.64,6052.54,-1524.9
25-06-2020,5716.86,6767.47,-1050.61,7786.25,8041.84,-255.59
26-06-2020,4220.4,4973.58,-753.18,4763.5,3459.32,1304.18
29-06-2020,3964.64,5901.7,-1937.06,4337.18,3301.05,1036.13
30-06-2020,4796.39,6796.47,-2000.08,5247.06,3195.75,2051.31
01-07-2020,3911.17,4593.4,-682.23,4205.16,3893.97,311.19
02-07-2020,5048.96,4887.03,161.93,3936.37,4114.96,-178.59
04-07-2020,10341.45,9599.68,741.77,5156.45,4733.94,422.51
05-07-2020,23369.82,4313.33,19056.49,7050.9,3232.49,3818.41
07-07-2020,6580.15,5750.25,829.9,3512.24,4296.71,-784.47
08-07-2020,6034.73,5637.41,397.32,3442.99,3881.61,-438.62
09-07-2020,3496.26,3503.19,-6.93,2987.83,3803.65,-815.82
10-07-2020,6044.21,4950.4,1093.81,2970.15,4099.64,-1129.49
12-07-2020,8796.14,5004.08,3792.06,4287.14,7054.23,-2767.09
13-07-2020,3730.71,3508.95,221.76,2803.89,4289.48,-1485.59
14-07-2020,3557.86,5123.48,-1565.62,3536.39,4186.09,-649.7
15-07-2020,4579.58,4801.28,-221.7,4198.17,5097.54,-899.37
16-07-2020,4489.16,5580.24,-1091.08,5544.6,3884.69,1659.91
17-07-2020,5202.81,4505.73,697.08,4072.47,4281.89,-209.42
20-07-2020,4960.3,3250.33,1709.97,3306.19,4828.18,-1521.99
21-07-2020,8209.13,5943.25,2265.88,3465.53,4192.92,-727.39
22-07-2020,6908.58,5243.01,1665.57,3694.53,4833.36,-1138.83
23-07-2020,5509.38,3768.88,1740.5,3825.47,4757.38,-931.91
24-07-2020,5776.01,5366.13,409.88,4079.67,5082.65,-1002.98
27-07-2020,4090.97,4544.28,-453.31,3560.65,4538.53,-977.88
28-07-2020,5836.36,5590.41,245.95,3990.8,5008.2,-1017.4
29-07-2020,5725.05,6077.67,-352.62,4301.09,4806.71,-505.62
